time,A,B,C
2021-02-12 13:30:00,-3.0,-3.6,-1.9
2021-02-12 13:40:00,-2.9,-3.6,-1.7
2021-02-12 13:50:00,-2.8,-3.7,-1.8
2021-02-12 14:00:00,-2.8,-3.8,-2.1
2021-02-12 14:10:00,-2.8,-3.7,-2.2
2021-02-12 14:20:00,-2.4,-3.8,-1.8
2021-02-12 14:30:00,-2.5,-3.8,-2.1
2021-02-12 14:40:00,-2.4,-3.9,-2.3
2021-02-12 14:50:00,-2.6,-3.8,-2.3
2021-02-12 15:00:00,-3.1,-4.1,-2.3
2021-02-12 15:10:00,-3.5,-4.0,-2.5
2021-02-12 15:20:00,-3.6,-4.3,-2.6
2021-02-12 15:30:00,-3.3,-4.4,-2.7
2021-02-12 15:40:00,-3.1,-4.4,-2.8
2021-02-12 15:50:00,-3.2,-4.6,-2.9
2021-02-12 16:00:00,-3.4,-4.9,-3.0
2021-02-12 16:10:00,-3.7,-4.8,-3.1
2021-02-12 16:20:00,-3.9,-5.0,-3.3
2021-02-12 16:30:00,-4.1,-5.0,-3.5
2021-02-12 16:40:00,-4.6,-5.2,-3.5
2021-02-12 16:50:00,-4.9,-5.2,-3.7
2021-02-12 17:00:00,-4.8,-5.5,-3.9
2021-02-12 17:10:00,-4.7,-5.5,-4.2
2021-02-12 17:20:00,-4.9,-5.8,-4.1
2021-02-12 17:30:00,-5.2,-6.0,-4.0
2021-02-12 17:40:00,-5.3,-6.3,-4.1
2021-02-12 17:50:00,-5.8,-6.4,-4.3
2021-02-12 18:00:00,-5.5,-6.5,-4.2
2021-02-12 18:10:00,-5.8,-6.5,-4.4
2021-02-12 18:20:00,-6.2,-6.8,-4.5
2021-02-12 18:30:00,-6.2,-6.7,-4.5
2021-02-12 18:40:00,-6.5,-6.7,-4.8
2021-02-12 18:50:00,-6.6,-6.8,-4.9
2021-02-12 19:00:00,-6.7,-6.9,-4.9
2021-02-12 19:10:00,-6.8,-7.0,-5.1
2021-02-12 19:20:00,-7.0,-7.1,-5.1
2021-02-12 19:30:00,-6.9,-7.4,-5.2
2021-02-12 19:40:00,-7.0,-7.5,-5.5
2021-02-12 19:50:00,-7.3,-7.7,-5.5
2021-02-12 20:00:00,-7.6,-7.8,-5.7
2021-02-12 20:10:00,-7.6,-8.0,-5.9
2021-02-12 20:20:00,-7.5,-8.1,-6.0
2021-02-12 20:30:00,-8.1,-8.2,-6.0
2021-02-12 20:40:00,-8.3,-8.4,-6.3
2021-02-12 20:50:00,-8.6,-8.6,-6.3
2021-02-12 21:00:00,-8.9,-8.2,-6.5
2021-02-12 21:10:00,-9.4,-9.3,-6.3
2021-02-12 21:20:00,-9.5,-9.3,-6.4
2021-02-12 21:30:00,-9.1,-9.7,-6.5
2021-02-12 21:40:00,-8.9,-10.5,-6.6
2021-02-12 21:50:00,-9.3,-10.6,-6.7
2021-02-12 22:00:00,-9.1,-10.5,-6.9
2021-02-12 22:10:00,-9.3,-10.7,-6.9
2021-02-12 22:20:00,-9.3,-10.8,-7.0
2021-02-12 22:30:00,-9.5,-10.9,-7.2
2021-02-12 22:40:00,-9.4,-10.2,-7.2
2021-02-12 22:50:00,-9.8,-9.3,-7.4
2021-02-12 23:00:00,-9.6,-9.5,-7.5
2021-02-12 23:10:00,-9.8,-9.2,-7.6
2021-02-12 23:20:00,-9.5,-9.4,-7.6
2021-02-12 23:30:00,-10.5,-9.6,-7.9
2021-02-12 23:40:00,-10.5,-9.1,-7.7
2021-02-12 23:50:00,-10.4,-11.3,-7.8
2021-02-13 00:00:00,-10.5,-10.4,-7.9
2021-02-13 00:10:00,-11.1,-9.6,-7.9
2021-02-13 00:20:00,-11.0,-12.0,-8.0
2021-02-13 00:30:00,-11.2,-12.0,-8.1
2021-02-13 00:40:00,-10.9,-12.4,-8.1
2021-02-13 00:50:00,-11.4,-12.1,-8.1
2021-02-13 01:00:00,-12.9,-12.2,-8.1
2021-02-13 01:10:00,-12.5,-11.4,-8.2
2021-02-13 01:20:00,-12.4,-11.0,-8.3
2021-02-13 01:30:00,-11.7,-10.5,-8.2
2021-02-13 01:40:00,-11.6,-9.7,-8.2
2021-02-13 01:50:00,-12.2,-9.5,-8.2
2021-02-13 02:00:00,-12.9,-9.5,-8.3
2021-02-13 02:10:00,-12.9,-9.7,-8.6
2021-02-13 02:20:00,-13.0,-10.1,-8.5
2021-02-13 02:30:00,-13.2,-10.9,-8.7
2021-02-13 02:40:00,-13.2,-11.7,-8.8
2021-02-13 02:50:00,-13.1,-11.8,-8.8
2021-02-13 03:00:00,-13.3,-12.1,-8.7
2021-02-13 03:10:00,-13.1,-12.1,-8.8
2021-02-13 03:20:00,-13.1,-12.3,-8.9
2021-02-13 03:30:00,-14.3,-12.3,-9.0
2021-02-13 03:40:00,-14.1,-12.3,-8.9
2021-02-13 03:50:00,-13.0,-12.8,-9.1
2021-02-13 04:00:00,-13.4,-12.6,-9.2
2021-02-13 04:10:00,-13.7,-12.0,-9.0
2021-02-13 04:20:00,-13.7,-11.9,-9.0
2021-02-13 04:30:00,-12.7,-11.9,-8.9
2021-02-13 04:40:00,-13.7,-12.5,-9.1
2021-02-13 04:50:00,-13.5,-12.5,-9.1
2021-02-13 05:00:00,-13.2,-13.3,-9.3
2021-02-13 05:10:00,-13.9,-13.1,-9.2
2021-02-13 05:20:00,-15.0,-13.0,-9.3
2021-02-13 05:30:00,-15.3,-13.0,-9.3
2021-02-13 05:40:00,-15.0,-13.2,-9.4
2021-02-13 05:50:00,-15.1,-13.3,-9.5
2021-02-13 06:00:00,-14.9,-13.4,-9.7
2021-02-13 06:10:00,-15.2,-13.5,-9.7
2021-02-13 06:20:00,-15.2,-13.7,-10.1
2021-02-13 06:30:00,-15.5,-13.6,-10.3
2021-02-13 06:40:00,-15.7,-13.1,-10.6
2021-02-13 06:50:00,-16.6,-12.8,-10.9
2021-02-13 07:00:00,-15.7,-12.6,-11.1
2021-02-13 07:10:00,-15.4,-12.0,-10.8
2021-02-13 07:20:00,-14.9,-12.1,-10.2
2021-02-13 07:30:00,-14.8,-11.6,-9.8
2021-02-13 07:40:00,-14.2,-11.1,-9.5
2021-02-13 07:50:00,-13.4,-10.5,-9.2
2021-02-13 08:00:00,-11.8,-10.7,-8.8
2021-02-13 08:10:00,-10.6,-10.5,-8.3
2021-02-13 08:20:00,-10.6,-10.1,-8.0
2021-02-13 08:30:00,-11.4,-9.6,-7.6
2021-02-13 08:40:00,-10.9,-8.9,-7.2
2021-02-13 08:50:00,-9.4,-8.1,-6.5
2021-02-13 09:00:00,-9.1,-7.0,-6.2
2021-02-13 09:10:00,-8.5,-6.4,-5.7
2021-02-13 09:20:00,-7.7,-5.5,-5.6
2021-02-13 09:30:00,-5.0,-6.3,-5.2
2021-02-13 09:40:00,-5.3,-6.2,-4.8
2021-02-13 09:50:00,-4.5,-6.1,-4.6
2021-02-13 10:00:00,-5.1,-6.0,-4.4
2021-02-13 10:10:00,-4.6,-6.0,-3.9
2021-02-13 10:20:00,-4.1,-5.4,-3.8
2021-02-13 10:30:00,-3.2,-5.5,-3.6
2021-02-13 10:40:00,-1.4,-5.2,-3.4
2021-02-13 10:50:00,-2.0,-5.1,-3.1
2021-02-13 11:00:00,-2.5,-5.0,-2.8
2021-02-13 11:10:00,-1.6,-4.8,-1.8
2021-02-13 11:20:00,-1.6,-4.6,-1.8
2021-02-13 11:30:00,-2.4,-3.9,-1.7
2021-02-13 11:40:00,-2.4,-4.1,-1.7
2021-02-13 11:50:00,-1.7,-4.3,-1.4
2021-02-13 12:00:00,-1.3,-4.1,-1.1
2021-02-13 12:10:00,-2.1,-3.8,-0.9
2021-02-13 12:20:00,-2.2,-3.8,-0.9
2021-02-13 12:30:00,-1.5,-3.9,-0.6
2021-02-13 12:40:00,-1.0,-3.5,-0.4
2021-02-13 12:50:00,-2.0,-3.7,-0.2
2021-02-13 13:00:00,-1.8,-3.4,-0.3
2021-02-13 13:10:00,-1.7,-3.5,-0.6
2021-02-13 13:20:00,-0.3,-2.9,-0.6
2021-02-13 13:30:00,-1.7,-2.9,-0.3
2021-02-13 13:40:00,-1.8,-3.0,-0.1
2021-02-13 13:50:00,-1.8,-3.3,-0.4
2021-02-13 14:00:00,-1.8,-2.8,-0.3
2021-02-13 14:10:00,-1.7,-3.1,-0.8
2021-02-13 14:20:00,-1.9,-3.1,-0.9
2021-02-13 14:30:00,-1.9,-3.0,-0.9
2021-02-13 14:40:00,-1.7,-2.9,-1.2
2021-02-13 14:50:00,-2.0,-3.0,-1.2
2021-02-13 15:00:00,-2.0,-2.8,-1.3
2021-02-13 15:10:00,-2.0,-2.6,-1.4
2021-02-13 15:20:00,-2.2,-2.9,-1.5
2021-02-13 15:30:00,-2.1,-2.2,-1.6
2021-02-13 15:40:00,-2.5,-2.3,-1.8
2021-02-13 15:50:00,-3.1,-2.6,-1.8
2021-02-13 16:00:00,-3.5,-2.4,-2.0
2021-02-13 16:10:00,-4.3,-3.0,-2.1
2021-02-13 16:20:00,-4.1,-3.8,-2.4
2021-02-13 16:30:00,-5.1,-4.2,-2.4
2021-02-13 16:40:00,-5.8,-4.9,-2.8
2021-02-13 16:50:00,-5.6,-5.3,-2.9
2021-02-13 17:00:00,-5.3,-5.5,-3.0
2021-02-13 17:10:00,-6.1,-5.8,-3.2
2021-02-13 17:20:00,-6.2,-6.1,-3.2
2021-02-13 17:30:00,-6.2,-5.7,-3.3
2021-02-13 17:40:00,-6.9,-5.9,-3.7
2021-02-13 17:50:00,-6.5,-6.4,-4.2
2021-02-13 18:00:00,-6.5,-6.1,-4.8
2021-02-13 18:10:00,-6.7,-6.3,-5.4
2021-02-13 18:20:00,-6.6,-6.3,-5.7
2021-02-13 18:30:00,-7.0,-6.9,-5.7
2021-02-13 18:40:00,-7.0,-7.1,-5.7
2021-02-13 18:50:00,-7.6,-7.4,-6.2
2021-02-13 19:00:00,-8.2,-7.5,-6.6
2021-02-13 19:10:00,-8.4,-7.8,-7.1
2021-02-13 19:20:00,-8.3,-7.8,-7.3
2021-02-13 19:30:00,-7.6,-8.2,-7.0
2021-02-13 19:40:00,-8.1,-8.4,-7.6
2021-02-13 19:50:00,-8.2,-8.3,-8.0
2021-02-13 20:00:00,-8.7,-8.4,-8.3
2021-02-13 20:10:00,-9.8,-8.8,-8.4
2021-02-13 20:20:00,-10.1,-8.2,-8.6
2021-02-13 20:30:00,-11.6,-8.4,-8.7
2021-02-13 20:40:00,-10.6,-8.9,-9.0
2021-02-13 20:50:00,-9.4,-9.0,-8.9
2021-02-13 21:00:00,-10.2,-9.4,-9.0
2021-02-13 21:10:00,-10.7,-9.7,-9.2
2021-02-13 21:20:00,-10.7,-9.8,-9.2
2021-02-13 21:30:00,-8.7,-10.0,-9.4
2021-02-13 21:40:00,-8.1,-9.9,-9.5
2021-02-13 21:50:00,-10.0,-10.1,-9.7
2021-02-13 22:00:00,-9.7,-10.3,-9.8
2021-02-13 22:10:00,-9.6,-10.2,-9.9
2021-02-13 22:20:00,-9.5,-10.4,-10.0
2021-02-13 22:30:00,-8.3,-10.4,-10.2
2021-02-13 22:40:00,-9.3,-10.3,-10.2
2021-02-13 22:50:00,-9.7,-10.5,-10.4
2021-02-13 23:00:00,-9.6,-10.8,-10.3
2021-02-13 23:10:00,-11.1,-11.0,-10.5
2021-02-13 23:20:00,-11.3,-11.1,-10.7
2021-02-13 23:30:00,-11.4,-11.2,-10.6
2021-02-13 23:40:00,-12.0,-11.1,-10.8
2021-02-13 23:50:00,-11.1,-11.1,-11.0
2021-02-14 00:00:00,-10.8,-11.2,-11.1
2021-02-14 00:10:00,-10.6,-11.3,-11.0
2021-02-14 00:20:00,-11.3,-11.4,-11.2
2021-02-14 00:30:00,-11.7,-11.6,-11.2
2021-02-14 00:40:00,-13.0,-11.8,-11.1
2021-02-14 00:50:00,-11.3,-11.8,-11.0
2021-02-14 01:00:00,-10.9,-11.8,-11.2
2021-02-14 01:10:00,-11.2,-11.9,-11.4
2021-02-14 01:20:00,-11.5,-11.9,-11.4
2021-02-14 01:30:00,-12.6,-11.9,-10.9
2021-02-14 01:40:00,-12.7,-11.8,-10.1
2021-02-14 01:50:00,-12.3,-12.0,-8.9
2021-02-14 02:00:00,-11.9,-12.2,-9.1
2021-02-14 02:10:00,-12.5,-12.3,-9.4
2021-02-14 02:20:00,-13.8,-12.3,-10.0
2021-02-14 02:30:00,-12.9,-12.5,-10.3
2021-02-14 02:40:00,-9.9,-12.5,-10.1
2021-02-14 02:50:00,-10.0,-12.5,-9.9
2021-02-14 03:00:00,-10.2,-12.6,-10.2
2021-02-14 03:10:00,-10.9,-12.7,-10.1
2021-02-14 03:20:00,-10.5,-12.8,-10.4
2021-02-14 03:30:00,-11.1,-12.7,-10.3
2021-02-14 03:40:00,-11.0,-12.7,-10.3
2021-02-14 03:50:00,-10.8,-12.9,-10.6
2021-02-14 04:00:00,-11.6,-12.7,-10.6
2021-02-14 04:10:00,-11.5,-13.0,-10.8
2021-02-14 04:20:00,-12.3,-13.0,-11.0
2021-02-14 04:30:00,-12.2,-13.2,-11.4
2021-02-14 04:40:00,-11.7,-13.2,-11.6
2021-02-14 04:50:00,-11.8,-13.4,-12.0
2021-02-14 05:00:00,-12.4,-13.5,-12.2
2021-02-14 05:10:00,-12.3,-13.3,-12.2
2021-02-14 05:20:00,-11.6,-13.4,-12.1
2021-02-14 05:30:00,-11.7,-13.6,-12.3
2021-02-14 05:40:00,-11.6,-13.5,-12.4
2021-02-14 05:50:00,-11.4,-13.5,-12.4
2021-02-14 06:00:00,-11.6,-13.7,-12.4
2021-02-14 06:10:00,-11.9,-13.6,-12.1
2021-02-14 06:20:00,-11.9,-13.8,-12.3
2021-02-14 06:30:00,-11.8,-13.3,-12.3
2021-02-14 06:40:00,-12.0,-13.0,-12.0
2021-02-14 06:50:00,-12.0,-13.1,-11.8
2021-02-14 07:00:00,-11.8,-12.9,-11.5
2021-02-14 07:10:00,-11.6,-12.8,-10.9
2021-02-14 07:20:00,-11.9,-12.5,-10.1
2021-02-14 07:30:00,-11.3,-12.4,-9.7
2021-02-14 07:40:00,-10.8,-11.7,-8.6
2021-02-14 07:50:00,-10.9,-11.2,-8.0
2021-02-14 08:00:00,-10.4,-10.3,-7.4
2021-02-14 08:10:00,-9.9,-11.1,-7.0
2021-02-14 08:20:00,-9.4,-10.4,-6.6
2021-02-14 08:30:00,-9.1,-9.2,-6.3
2021-02-14 08:40:00,-8.2,-9.7,-5.8
2021-02-14 08:50:00,-8.0,-9.1,-5.3
2021-02-14 09:00:00,-7.5,-8.9,-4.7
2021-02-14 09:10:00,-7.0,-7.8,-4.4
2021-02-14 09:20:00,-6.5,-8.3,-4.0
2021-02-14 09:30:00,-6.3,-7.5,-3.6
2021-02-14 09:40:00,-6.0,-6.9,-3.2
2021-02-14 09:50:00,-5.7,-6.0,-2.5
2021-02-14 10:00:00,-5.4,-5.4,-2.1
2021-02-14 10:10:00,-5.0,-5.0,-1.6
2021-02-14 10:20:00,-4.7,-5.0,-1.5
2021-02-14 10:30:00,-4.3,-4.9,-1.4
2021-02-14 10:40:00,-3.8,-3.8,-1.3
2021-02-14 10:50:00,-3.4,-3.6,-1.0
2021-02-14 11:00:00,-3.1,-3.2,-0.2
2021-02-14 11:10:00,-2.7,-3.2,-0.2
2021-02-14 11:20:00,-2.5,-3.0,0.0
2021-02-14 11:30:00,-2.2,-2.5,-0.2
2021-02-14 11:40:00,-2.0,-2.8,0.4
2021-02-14 11:50:00,-1.8,-2.5,0.6
2021-02-14 12:00:00,-1.6,-2.9,0.6
2021-02-14 12:10:00,-1.6,-2.9,0.5
2021-02-14 12:20:00,-1.6,-2.6,0.9
2021-02-14 12:30:00,-1.4,-2.5,1.7
2021-02-14 12:40:00,-1.3,-1.8,1.5
2021-02-14 12:50:00,-1.1,-1.8,1.6
2021-02-14 13:00:00,-0.7,-1.4,1.8
2021-02-14 13:10:00,-0.3,-1.2,2.1
2021-02-14 13:20:00,-0.2,-0.9,2.4
2021-02-14 13:30:00,-0.2,-0.9,2.4
2021-02-14 13:40:00,0.0,-0.7,2.2
2021-02-14 13:50:00,-0.3,-0.6,2.3
2021-02-14 14:00:00,-0.4,-0.9,2.4
2021-02-14 14:10:00,-0.6,-1.0,2.1
2021-02-14 14:20:00,-0.5,-0.9,1.9
2021-02-14 14:30:00,-0.3,-0.7,1.7
2021-02-14 14:40:00,-0.4,-0.7,1.7
2021-02-14 14:50:00,-0.4,-1.5,1.5
2021-02-14 15:00:00,-0.5,-1.5,1.3
2021-02-14 15:10:00,-0.9,-1.5,1.2
2021-02-14 15:20:00,-0.9,-1.9,1.1
2021-02-14 15:30:00,-1.1,-1.9,0.9
2021-02-14 15:40:00,-1.3,-2.2,0.5
2021-02-14 15:50:00,-1.5,-2.5,0.1
2021-02-14 16:00:00,-2.3,-2.8,0.0
2021-02-14 16:10:00,-2.7,-2.9,-0.4
2021-02-14 16:20:00,-2.7,-3.1,-0.6
2021-02-14 16:30:00,-2.9,-3.4,-1.0
2021-02-14 16:40:00,-2.8,-3.9,-1.0
2021-02-14 16:50:00,-2.5,-4.0,-1.2
2021-02-14 17:00:00,-2.9,-4.4,-1.0
2021-02-14 17:10:00,-2.8,-4.8,-1.2
2021-02-14 17:20:00,-2.7,-4.8,-1.3
2021-02-14 17:30:00,-2.5,-5.7,-1.4
2021-02-14 17:40:00,-2.6,-5.7,-1.5
2021-02-14 17:50:00,-2.3,-5.8,-1.4
2021-02-14 18:00:00,-2.5,-5.8,-1.6
2021-02-14 18:10:00,-2.6,-6.2,-1.6
2021-02-14 18:20:00,-2.6,-6.4,-1.7
2021-02-14 18:30:00,-2.8,-6.5,-1.9
2021-02-14 18:40:00,-2.5,-6.6,-2.0
2021-02-14 18:50:00,-2.4,-6.9,-2.0
2021-02-14 19:00:00,-2.3,-6.9,-2.0
2021-02-14 19:10:00,-2.3,-7.1,-2.1
2021-02-14 19:20:00,-2.2,-7.3,-2.2
2021-02-14 19:30:00,-2.2,-7.4,-2.4
2021-02-14 19:40:00,-2.2,-7.3,-2.3
2021-02-14 19:50:00,-2.3,-7.6,-2.5
2021-02-14 20:00:00,-2.4,-8.0,-2.3
2021-02-14 20:10:00,-2.3,-7.9,-2.5
2021-02-14 20:20:00,-2.2,-8.1,-2.4
2021-02-14 20:30:00,-2.1,-8.3,-2.5
2021-02-14 20:40:00,-2.1,-8.3,-2.4
2021-02-14 20:50:00,-2.0,-8.6,-2.6
2021-02-14 21:00:00,-1.9,-8.7,-2.4
2021-02-14 21:10:00,-1.8,-8.6,-2.4
2021-02-14 21:20:00,-1.7,-8.8,-2.4
2021-02-14 21:30:00,-1.7,-8.9,-2.6
2021-02-14 21:40:00,-1.7,-8.7,-2.7
2021-02-14 21:50:00,-1.6,-9.1,-2.9
2021-02-14 22:00:00,-1.5,-9.2,-3.0
2021-02-14 22:10:00,-1.5,-9.3,-3.1
2021-02-14 22:20:00,-1.5,-9.5,-3.1
2021-02-14 22:30:00,-1.5,-9.7,-3.3
2021-02-14 22:40:00,-1.4,-9.9,-3.3
2021-02-14 22:50:00,-1.4,-10.1,-3.5
2021-02-14 23:00:00,-1.3,-10.1,-3.4
2021-02-14 23:10:00,-1.3,-9.9,-3.2
2021-02-14 23:20:00,-1.4,-9.9,-3.3
2021-02-14 23:30:00,-1.3,-10.2,-3.2
2021-02-14 23:40:00,-1.3,-10.7,-3.2
2021-02-14 23:50:00,-1.3,-10.6,-3.3
2021-02-15 00:00:00,-1.4,-10.7,-3.3
2021-02-15 00:10:00,-1.3,-11.0,-3.6
2021-02-15 00:20:00,-1.5,-11.0,-3.9
2021-02-15 00:30:00,-1.7,-10.5,-4.0
2021-02-15 00:40:00,-1.5,-10.3,-4.3
2021-02-15 00:50:00,-1.7,-10.0,-4.8
2021-02-15 01:00:00,-1.6,-9.9,-5.0
2021-02-15 01:10:00,-1.5,-10.6,-5.2
2021-02-15 01:20:00,-1.6,-11.0,-5.6
2021-02-15 01:30:00,-1.7,-11.1,-5.5
2021-02-15 01:40:00,-1.6,-11.0,-5.8
2021-02-15 01:50:00,-1.7,-10.8,-5.9
2021-02-15 02:00:00,-1.7,-10.4,-5.9
2021-02-15 02:10:00,-1.6,-10.3,-6.4
2021-02-15 02:20:00,-1.7,-10.1,-6.7
2021-02-15 02:30:00,-1.5,-9.3,-6.6
2021-02-15 02:40:00,-1.4,-11.2,-6.1
2021-02-15 02:50:00,-1.4,-10.5,-6.1
2021-02-15 03:00:00,-1.3,-9.4,-6.3
2021-02-15 03:10:00,-1.3,-9.4,-6.4
2021-02-15 03:20:00,-1.3,-9.6,-5.8
2021-02-15 03:30:00,-1.3,-10.4,-5.2
2021-02-15 03:40:00,-1.3,-11.2,-4.9
2021-02-15 03:50:00,-1.2,-10.6,-4.9
2021-02-15 04:00:00,-1.2,-10.7,-4.5
2021-02-15 04:10:00,-1.1,-11.3,-4.5
2021-02-15 04:20:00,-1.2,-11.0,-4.8
2021-02-15 04:30:00,-1.1,-10.8,-4.8
2021-02-15 04:40:00,-0.9,-10.5,-5.0
2021-02-15 04:50:00,-1.0,-10.3,-5.2
2021-02-15 05:00:00,-0.9,-10.2,-5.0
2021-02-15 05:10:00,-0.8,-9.7,-4.7
2021-02-15 05:20:00,-0.8,-10.6,-4.4
2021-02-15 05:30:00,-0.7,-11.3,-4.6
2021-02-15 05:40:00,-0.8,-9.5,-4.6
2021-02-15 05:50:00,-0.6,-9.1,-4.9
2021-02-15 06:00:00,-0.4,-9.5,-5.1
2021-02-15 06:10:00,-0.3,-9.4,-5.3
2021-02-15 06:20:00,-0.2,-9.2,-5.4
2021-02-15 06:30:00,-0.2,-9.1,-5.3
2021-02-15 06:40:00,-0.2,-8.8,-5.3
2021-02-15 06:50:00,-0.3,-9.0,-5.1
2021-02-15 07:00:00,-0.2,-8.9,-5.0
2021-02-15 07:10:00,-0.1,-8.9,-4.8
2021-02-15 07:20:00,-0.2,-8.3,-4.6
2021-02-15 07:30:00,-0.2,-8.0,-4.3
2021-02-15 07:40:00,-0.1,-7.5,-3.9
2021-02-15 07:50:00,0.1,-6.9,-3.6
2021-02-15 08:00:00,0.0,-6.7,-3.2
2021-02-15 08:10:00,0.0,-6.5,-3.0
2021-02-15 08:20:00,0.1,-6.8,-2.7
2021-02-15 08:30:00,0.1,-6.7,-2.5
2021-02-15 08:40:00,0.2,-6.2,-2.2
2021-02-15 08:50:00,0.2,-5.8,-2.0
2021-02-15 09:00:00,0.2,-5.0,-1.6
2021-02-15 09:10:00,0.4,-4.8,-1.5
2021-02-15 09:20:00,0.5,-4.7,-1.5
2021-02-15 09:30:00,0.4,-4.3,-1.3
2021-02-15 09:40:00,0.6,-4.0,-1.0
2021-02-15 09:50:00,0.8,-3.8,-0.7
2021-02-15 10:00:00,0.7,-3.5,-0.4
2021-02-15 10:10:00,0.7,-3.3,-0.3
2021-02-15 10:20:00,0.7,-3.0,0.1
2021-02-15 10:30:00,0.9,-2.9,0.6
2021-02-15 10:40:00,0.9,-2.7,0.7
2021-02-15 10:50:00,1.0,-2.4,0.6
2021-02-15 11:00:00,1.0,-2.2,0.9
2021-02-15 11:10:00,1.2,-1.9,1.3
2021-02-15 11:20:00,1.2,-1.8,1.7
2021-02-15 11:30:00,1.2,-1.7,2.0
2021-02-15 11:40:00,0.9,-1.6,1.9
2021-02-15 11:50:00,0.5,-1.5,2.1
2021-02-15 12:00:00,0.5,-1.5,2.5
2021-02-15 12:10:00,0.5,-1.4,2.5
2021-02-15 12:20:00,0.4,-1.2,2.8
2021-02-15 12:30:00,0.3,-1.2,2.6
2021-02-15 12:40:00,0.1,-1.0,2.5
2021-02-15 12:50:00,0.0,-0.9,2.4
2021-02-15 13:00:00,0.0,-0.9,2.4
2021-02-15 13:10:00,0.0,-0.7,2.2
2021-02-15 13:20:00,0.0,-0.4,2.1
2021-02-15 13:30:00,0.0,-0.5,2.2
2021-02-15 13:40:00,0.0,-0.6,2.3
2021-02-15 13:50:00,0.1,-0.6,2.1
2021-02-15 14:00:00,0.1,-0.5,2.2
2021-02-15 14:10:00,0.2,-0.5,2.2
2021-02-15 14:20:00,0.2,-0.5,2.1
2021-02-15 14:30:00,0.3,-0.4,1.8
2021-02-15 14:40:00,0.3,-0.4,1.3
2021-02-15 14:50:00,0.3,-0.4,1.1
2021-02-15 15:00:00,0.4,-0.5,1.1
2021-02-15 15:10:00,0.4,-0.5,1.3
2021-02-15 15:20:00,0.5,-0.6,1.6
2021-02-15 15:30:00,0.5,-0.6,1.3
2021-02-15 15:40:00,0.6,-0.6,1.1
2021-02-15 15:50:00,0.6,-0.7,1.0
2021-02-15 16:00:00,0.7,-0.7,1.0
2021-02-15 16:10:00,0.8,-0.7,0.9
2021-02-15 16:20:00,0.9,-0.7,0.8
2021-02-15 16:30:00,0.9,-0.8,0.9
2021-02-15 16:40:00,1.3,-0.9,1.2
2021-02-15 16:50:00,1.4,-0.9,1.2
2021-02-15 17:00:00,1.5,-0.9,1.4
2021-02-15 17:10:00,1.8,-0.9,1.6
2021-02-15 17:20:00,1.8,-1.0,2.1
2021-02-15 17:30:00,1.9,-0.9,2.0
2021-02-15 17:40:00,2.0,-0.8,1.8
2021-02-15 17:50:00,2.2,-0.8,2.2
2021-02-15 18:00:00,2.3,-0.7,2.2
2021-02-15 18:10:00,2.3,-0.8,2.0
2021-02-15 18:20:00,2.4,-0.9,2.3
2021-02-15 18:30:00,2.4,-1.1,2.3
2021-02-15 18:40:00,2.4,-1.8,2.4
2021-02-15 18:50:00,2.6,-2.2,2.6
2021-02-15 19:00:00,2.5,-2.4,2.6
2021-02-15 19:10:00,2.5,-2.7,2.9
2021-02-15 19:20:00,2.6,-2.9,2.8
2021-02-15 19:30:00,2.6,-3.0,2.9
2021-02-15 19:40:00,2.7,-3.0,2.8
2021-02-15 19:50:00,2.7,-2.9,2.7
2021-02-15 20:00:00,2.7,-2.9,2.9
2021-02-15 20:10:00,2.7,-2.9,2.6
2021-02-15 20:20:00,2.8,-2.9,2.7
2021-02-15 20:30:00,2.8,-2.8,2.6
2021-02-15 20:40:00,2.8,-2.7,2.5
2021-02-15 20:50:00,2.8,-2.7,2.4
2021-02-15 21:00:00,2.7,-2.8,2.5
2021-02-15 21:10:00,2.8,-2.9,2.5
2021-02-15 21:20:00,2.8,-2.9,2.7
2021-02-15 21:30:00,2.8,-2.9,2.7
2021-02-15 21:40:00,2.8,-2.9,2.7
2021-02-15 21:50:00,2.8,-2.9,2.8
2021-02-15 22:00:00,2.7,-2.9,2.7
2021-02-15 22:10:00,2.7,-2.9,2.8
2021-02-15 22:20:00,2.8,-2.9,2.8
2021-02-15 22:30:00,2.8,-2.9,2.9
2021-02-15 22:40:00,2.8,-2.8,2.9
2021-02-15 22:50:00,2.8,-2.8,2.9
2021-02-15 23:00:00,2.8,-2.7,3.0
2021-02-15 23:10:00,2.8,-2.6,2.9
2021-02-15 23:20:00,3.0,-2.5,3.0
2021-02-15 23:30:00,3.0,-2.4,2.9
2021-02-15 23:40:00,3.0,-2.3,3.1
2021-02-15 23:50:00,2.9,-2.3,3.1
2021-02-16 00:00:00,2.9,-2.2,3.2
2021-02-16 00:10:00,3.0,-2.1,3.3
2021-02-16 00:20:00,2.8,-2.1,3.4
2021-02-16 00:30:00,3.0,-2.2,3.5
2021-02-16 00:40:00,2.9,-2.1,3.4
2021-02-16 00:50:00,2.9,-2.1,3.6
2021-02-16 01:00:00,2.8,-2.1,3.5
2021-02-16 01:10:00,2.8,-2.1,3.6
2021-02-16 01:20:00,2.9,-2.0,3.7
2021-02-16 01:30:00,2.9,-2.0,3.6
2021-02-16 01:40:00,2.7,-2.0,3.5
2021-02-16 01:50:00,2.9,-1.9,3.6
2021-02-16 02:00:00,2.8,-1.9,3.6
